Generation,BestEval,FlatWeights,PercentUniqueClassesProduced,PercentOfProductionsValid
0,0.6356155286492832,0.0,0,0
1,0.6356155286492832,0.0,0,0
100,0.7811933240504423,0.0,0,0
200,1.0473945050261455,0.0,0,0
300,1.3120623194475947,0.0,0,0
400,1.4880609872262318,0.0,0,0
500,1.7123690360162382,0.0,0,0
600,1.88740052270902,0.0,0,0
700,2.086830904861348,0.0,0,0
800,2.2938149834299337,0.0,0,0
900,2.5067336257721795,0.0,0,0
1000,2.721282798969115,0.0,0,0
1100,2.905518250565908,0.0,0,0
1200,3.113723888813314,0.0,0,0
1300,3.337599094370107,0.0,0,0
1400,3.558131301342557,0.0,0,0
1500,3.7650092245463638,0.0,0,0
1600,3.992488859986969,0.0,0,0
1700,4.228047165057575,0.0,0,0
1800,4.420231214314878,0.0,0,0
1900,4.6213056345284675,0.0,0,0
2000,4.829244007139588,0.0,0,0
2100,5.017634560784542,0.0,0,0
2200,5.258812796478493,0.0,0,0
2300,5.4798582552439195,0.0,0,0
2400,5.727209481005223,0.0,0,0
2500,5.975500000589592,0.0,0,0
2600,6.095359370843628,0.0,0,0
2700,6.3321822575255755,0.0,0,0
2800,6.584834572883957,0.0,0,0
2900,6.785861211297393,0.0,0,0
3000,7.035952355135374,0.0,0,0
3100,7.212180494688474,0.0,0,0
3200,7.383285888686817,0.0,0,0
3300,7.541542848843649,0.0,0,0
3400,7.729158425344674,0.0,0,0
3500,7.902791845823306,0.0,0,0
3600,8.070104737136779,0.0,0,0
3700,8.274604449832758,0.0,0,0
3800,8.560322038784394,0.0,0,0
3900,8.768879443035221,0.0,0,0
4000,9.062118717742786,0.0,0,0
4100,9.27738408974113,0.0,0,0
4200,9.54261370474094,0.0,0,0
4300,9.746240808636724,0.0,0,0
4400,9.981980786399497,0.0,0,0
4500,10.155009956987778,0.0,0,0
4600,10.345741448279654,0.0,0,0
4700,10.496142243199296,0.0,0,0
4800,10.721776661366196,0.0,0,0
4900,10.929350841863208,0.0,0,0
5000,11.141973576007368,0.0,0,0
5100,11.392628946509186,0.0,0,0
5200,11.56032030450202,0.0,0,0
5300,11.755923818228178,0.0,0,0
5400,12.046184806919921,0.0,0,0
5500,12.24025426829999,0.0,0,0
5600,12.501827863570387,0.0,0,0
5700,12.757587623228272,0.0,0,0
5800,12.968169553824268,0.0,0,0
5900,13.145782256189896,0.0,0,0
6000,13.325740939338797,0.0,0,0
6100,13.513564068571965,0.0,0,0
6200,13.790214770100793,0.0,0,0
6300,13.972033916102971,0.0,0,0
6400,14.186928995246092,0.0,0,0
6500,14.44782596842907,0.0,0,0
6600,14.627275437844498,0.0,0,0
6700,14.84928370294568,0.0,0,0
6800,15.025823672590823,0.0,0,0
6900,15.279029563930614,0.0,0,0
7000,15.47469505077499,0.0,0,0
7100,15.685846538486615,0.0,0,0
7200,15.913519774882552,0.0,0,0
7300,16.174816722105273,0.0,0,0
7400,16.412579996045285,0.0,0,0
7500,16.653466085956243,0.0,0,0
7600,16.905427529755016,0.0,0,0
7700,17.06341461524382,0.0,0,0
7800,17.290135361311982,0.0,0,0
7900,17.60644185232862,0.0,0,0
8000,17.804538851508305,0.0,0,0
8100,18.098393518017364,0.0,0,0
8200,18.389306714226766,0.0,0,0
8300,18.69161153912379,0.0,0,0
8400,18.882789711563515,0.0,0,0
8500,19.192413856209303,0.0,0,0
8600,19.456712185413572,0.0,0,0
8700,19.74328854091674,0.0,0,0
8800,20.002899208887513,0.0,0,0
8900,20.271035510877667,0.0,0,0
9000,20.506406510732493,0.0,0,0
9100,20.750418165650007,0.0,0,0
9200,20.928338339995985,0.0,0,0
9300,21.131608405165903,0.0,0,0
9400,21.41807456406494,0.0,0,0
9500,21.66074734739174,0.0,0,0
9600,21.91336063465351,0.0,0,0
9700,22.21822999032912,0.0,0,0
9800,22.54120772365089,0.0,0,0
9900,22.865683646645397,0.0,0,0
10000,23.154183515695905,0.0,0,0
10100,23.492730100519214,0.0,0,0
10200,23.728177257082734,0.0,0,0
10300,24.07940490473252,0.0,0,0
10400,24.387537096974654,0.0,0,0
10500,24.748457254422746,0.0,0,0
10600,24.959839941161157,0.0,0,0
10700,25.30824480207825,0.0,0,0
10800,25.490855433620286,0.0,0,0
10900,25.781600715619376,0.0,0,0
11000,26.120990261177504,0.0,0,0
11100,26.516173535155687,0.0,0,0
11200,26.813551697664593,0.0,0,0
11300,27.025503742512857,0.0,0,0
11400,27.348438671573522,0.0,0,0
11500,27.707582221001523,0.0,0,0
11600,27.994966962650572,0.0,0,0
11700,28.369109858222664,0.0,0,0
11800,28.674408904172058,0.0,0,0
11900,28.953799512945224,0.0,0,0
12000,29.180929703319606,0.0,0,0
12100,29.574041820388004,0.0,0,0
12200,30.037289858441763,0.0,0,0
12300,30.334727566341773,0.0,0,0
12400,30.73397130289198,0.0,0,0
12500,31.110387086639488,0.0,0,0
12600,31.45993553397816,0.0,0,0
12700,31.92669293121255,0.0,0,0
12800,32.36150539803583,0.0,0,0
12900,32.803430522622605,0.0,0,0
13000,33.139629576507026,0.0,0,0
13100,33.53434574540842,0.0,0,0
13200,33.78961429453401,0.0,0,0
13300,34.09461750914892,0.0,0,0
13400,34.393156674318924,0.0,0,0
13500,34.89107322841675,0.0,0,0
13600,35.29688431935737,0.0,0,0
13700,35.63896490955142,0.0,0,0
13800,36.17119843084687,0.0,0,0
13900,36.49902868637235,0.0,0,0
14000,36.84810576570784,0.0,0,0
14100,37.30770304749291,0.0,0,0
14200,37.791906275018576,0.0,0,0
14300,38.112267176119836,0.0,0,0
14400,38.57317523101976,0.0,0,0
14500,38.97665456874442,0.0,0,0
14600,39.37160534612441,0.0,0,0
14700,39.67527623069395,0.0,0,0
14800,40.03970606948557,0.0,0,0
14900,40.30940012799976,0.0,0,0
15000,40.74441094724509,0.0,0,0
15100,41.270922504275234,0.0,0,0
15200,41.666517958432,0.0,0,0
15300,42.21316546732923,0.0,0,0
15400,42.71201983369876,0.0,0,0
15500,43.09519806421814,0.0,0,0
15600,43.71807191896376,0.0,0,0
15700,44.144794386495256,0.0,0,0
15800,44.74009068629013,0.0,0,0
15900,45.24359506151222,0.0,0,0
16000,45.74487035472207,0.0,0,0
16100,46.37280191422072,0.0,0,0
16200,46.730372338849534,0.0,0,0
16300,47.21233436957408,0.0,0,0
16400,47.74228249388811,0.0,0,0
16500,48.416154485896044,0.0,0,0
16600,48.97016850529647,0.0,0,0
16700,49.56713477429281,0.0,0,0
16800,50.04804168863239,0.0,0,0
16900,50.63185715470004,0.0,0,0
17000,51.12406275341235,0.0,0,0
17100,51.698551649224996,0.0,0,0
17200,52.09800874516039,0.0,0,0
17300,52.597644330697776,0.0,0,0
17400,53.17822906207624,0.0,0,0
17500,53.80442350829519,0.0,0,0
17600,54.34233744236848,0.0,0,0
17700,54.94805685608466,0.0,0,0
17800,55.62778096229631,0.0,0,0
17900,56.1940450436683,0.0,0,0
18000,56.77827686991077,0.0,0,0
18100,57.69204636805673,0.0,0,0
18200,58.314837779066075,0.0,0,0
18300,58.87691474507759,0.0,0,0
18400,59.590013668916235,0.0,0,0
18500,60.37119687468457,0.0,0,0
18600,61.18547472220592,0.0,0,0
18700,61.64930887515452,0.0,0,0
18800,62.368653516952634,0.0,0,0
18900,62.90730916597896,0.0,0,0
19000,63.64770386301736,0.0,0,0
19100,64.13351989319638,0.0,0,0
19200,64.68128348940208,0.0,0,0
19300,65.29673829931414,0.0,0,0
19400,66.15777717250144,0.0,0,0
19500,66.99107575393649,0.0,0,0
19600,67.63342257489805,0.0,0,0
19700,68.08880379966398,0.0,0,0
19800,68.75328029803543,0.0,0,0
19900,69.65613213469994,0.0,0,0
20000,70.11657926799381,0.0,0,0
20100,70.86129091758947,0.0,0.0625,0.015625
20200,71.44884740924248,0.0,0,0
20300,72.2128104052704,0.0,0,0
20400,72.87073200954002,0.0,0,0
20500,73.64507275811378,0.0,0,0
20600,74.33256217741189,0.0,0,0
20700,75.05680142011937,0.0,0,0
20800,75.80688745906241,0.0,0,0
20900,76.66013841316807,0.0,0,0
21000,77.47328573572025,0.0,0,0
21100,78.12451393621254,0.0,0,0
21200,79.02741608137234,0.0,0,0
21300,79.94925960647788,0.0,0,0
21400,80.86143891218241,0.0,0.0625,0.015625
21500,81.51541258980718,0.0,0,0
21600,82.29466006549687,0.0,0.0625,0.015625
21700,83.26928967891453,0.0,0.0625,0.015625
21800,84.06742550084552,0.0,0,0
21900,84.94971586904184,0.0,0,0
22000,85.63015809936809,0.0,0,0
22100,86.44610771292498,0.0,0,0
22200,87.27538495256982,0.0,0,0
22300,88.03658507407917,0.0,0,0
22400,88.79637249848979,0.0,0.0625,0.015625
22500,89.61784530705413,0.0,0.0625,0.015625
22600,90.57666703491853,0.0,0.0625,0.03125
22700,91.48657564234702,0.0,0,0
22800,92.28554308726534,0.0,0.0625,0.03125
22900,93.07921382570635,0.0,0,0
23000,93.80663095803926,0.0,0,0
23100,94.65432115006054,0.0,0,0
23200,95.61206903610058,0.0,0,0
23300,96.52895724581835,0.0,0.0625,0.015625
23400,97.53848114056845,0.0,0,0
23500,98.73651824518609,0.0,0,0
23600,99.58679307472565,0.0,0.0625,0.046875
23700,100.488499370491,0.0,0,0
23800,101.1926237013173,0.0,0,0
23900,101.9364488403731,0.0,0,0
24000,102.87335175464281,0.0,0.0625,0.015625
24100,104.16856618244078,0.0,0.0625,0.0625
24200,105.44732945663534,0.0,0.0625,0.015625
24300,106.32463561501008,0.0,0.0625,0.078125
24400,107.3103062222837,0.0,0.0625,0.015625
24500,108.34620779887963,0.0,0.0625,0.015625
24600,109.34031699650807,0.0,0.0625,0.046875
24700,110.16963869975996,0.0,0,0
24800,111.16119193243519,0.0,0,0
